epoch,train/cls_loss,train/reg_loss,train/loss,_epoch_seconds,val/loss,mAP@0.5,mAP@0.5:0.95,Precision,Recall,lr,time/epoch_seconds,memory/peak_mb
23,0.18422295048878823,0.0077147827327053164,0.1919377336744219,9.587758302688599,0.8160742252075579,0.005325924605131149,0.001244251267053187,0.06265664160401002,0.02691065662002153,8.85256621387895e-05,9.587758302688599,2582.2958984375
24,0.1606250629070587,0.010815070667376858,0.17144013219513,9.74479365348816,0.8794897645711899,0.006966069340705872,0.0015569315291941166,0.051643192488262914,0.03552206673842842,8.750555348152302e-05,9.74479365348816,2537.125
25,0.14004584733024217,0.01118333477052147,0.15122918295674026,9.543880224227905,0.822502622497268,0.008804700337350368,0.0015976211288943887,0.04664179104477612,0.02691065662002153,8.644843137107061e-05,9.543880224227905,2808.6455078125
26,0.1115484976571679,0.007717673378010659,0.11926616891287267,9.645708322525024,0.7914109755802201,0.008438676595687866,0.0034760807175189257,0.05123674911660778,0.031216361679224973,8.53553390593274e-05,9.645708322525024,2594.43408203125
27,0.09221359638064541,0.007840148870855046,0.1000537447980605,9.804231882095337,0.7631650940747932,0.009123357944190502,0.0020883961115032434,0.06066176470588235,0.03552206673842842,8.422735529643446e-05,9.804231882095337,2675.13916015625
28,0.07807126839705347,0.005572473327674743,0.08364374132361263,9.863435983657837,0.9206688779522665,0.010174342431128025,0.0034501594491302967,0.06504065040650407,0.03444564047362755,8.306559326618262e-05,9.863435983657837,2595.61572265625
29,0.07004119316663093,0.0047533862461932586,0.0747945795301348,9.84169602394104,0.8413255427731201,0.009612842462956905,0.002941085724160075,0.046511627906976744,0.04736275565123789,8.187119948743451e-05,9.84169602394104,2795.78955078125
30,0.06050432572146747,0.004194665460659053,0.06469899238436483,9.66208553314209,0.7828145748644602,0.01204733457416296,0.004598299041390419,0.04468412942989214,0.031216361679224973,8.064535268264886e-05,9.66208553314209,2616.11767578125
31,0.05041208901684513,0.0038903866206965176,0.05430247593903914,9.550806283950806,0.8133880813256837,0.012534593231976032,0.0038940575905144215,0.04178537511870845,0.04736275565123789,7.93892626146237e-05,9.550806283950806,2569.2392578125
32,0.05059988466526022,0.00497193445778521,0.055571818782482296,9.757568120956421,0.8219931443454698,0.011617384850978851,0.0033063790760934353,0.05789473684210526,0.03552206673842842,7.810416889260657e-05,9.757568120956421,2523.8828125
33,0.040147690334151775,0.004658032784163879,0.044805723446188495,9.846681594848633,0.8818181517417543,0.009702887386083603,0.004053578246384859,0.04424778761061947,0.04305705059203445,7.679133974894987e-05,9.846681594848633,2609.43359375
34,0.03483908194274932,0.004459475822386594,0.03929855805472471,9.914803504943848,0.7692492142377887,0.011734029278159142,0.004396712873131037,0.04154302670623145,0.030139935414424113,7.545207078751861e-05,9.914803504943848,2545.90087890625
35,0.03003470201970515,0.004515034745224966,0.034549736650660634,9.930177688598633,0.7378342323645484,0.012810280546545982,0.0036558671854436398,0.049338146811071,0.04413347685683531,7.40876837050858e-05,9.930177688598633,2511.80517578125
36,0.02691058013175507,0.004759514977990875,0.03167009504977614,9.71911883354187,0.7845262300106697,0.007900862954556942,0.0026444890536367893,0.03888888888888889,0.03767491926803014,7.269952498697738e-05,9.71911883354187,2621.41162109375
37,0.025118454952448133,0.004946817232053036,0.030065272192587145,9.733965635299683,0.7865138849010691,0.010670602321624756,0.0034739598631858826,0.0371900826446281,0.038751345532831,7.128896457825368e-05,9.733965635299683,2701.60888671875
38,0.02152385259610412,0.0041235996309012535,0.025647452130215243,9.870404958724976,0.7658642184978817,0.013781124725937843,0.004571691155433655,0.04144527098831031,0.04198062432723358,6.985739453173907e-05,9.870404958724976,2568.986328125
39,0.019566622124472133,0.005867143525392748,0.025433765724301338,9.757177114486694,0.7517642742604949,0.01307353749871254,0.003967984579503536,0.045743329097839895,0.038751345532831,6.840622763423395e-05,9.757177114486694,2675.302734375
40,0.018948974053841994,0.004709579532686803,0.02365855329844635,9.751225471496582,0.7588168362271972,0.017122548073530197,0.00610215263441205,0.04984423676012461,0.05166846071044134,6.693689601226463e-05,9.751225471496582,2537.5390625
41,0.01715786022701593,0.0035400675752725874,0.020697927859146148,9.483754873275757,0.8114226493053138,0.01459196675568819,0.005511660128831863,0.04955947136563876,0.04843918191603875,6.545084971874742e-05,9.483754873275757,2681.193359375
42,0.01561679410376371,0.0031955909871612675,0.018812385300407186,9.842756748199463,0.8248148763086647,0.0163402259349823,0.006853014230728149,0.038461538461538464,0.04413347685683531,6.394955530196153e-05,9.842756748199463,2610.08251953125
43,0.014100793290992897,0.002934573254378847,0.017035366625350434,9.801925420761108,0.7624384360242402,0.01607387326657772,0.005658063571900129,0.05202913631633715,0.05382131324004306,6.243449435824278e-05,9.801925420761108,2619.36865234375
44,0.012891078987799176,0.0030404094221694322,0.015931488225760404,9.71110200881958,0.7564306543790735,0.013247648254036903,0.0053313481621444225,0.03690685413005272,0.04520990312163617,6.090716206982718e-05,9.71110200881958,2577.1435546875
45,0.012474309646179904,0.004702654826132857,0.017176964844111353,9.787033319473267,0.757728286946076,0.015459134243428707,0.005109237041324377,0.04452359750667854,0.05382131324004306,5.9369065729286285e-05,9.787033319473267,2542.04541015625
46,0.012538249866082651,0.005748201312826495,0.018286451042513363,9.602967500686646,0.7257349923020229,0.014104264788329601,0.0053649223409593105,0.051086956521739134,0.05059203444564048,5.782172325201159e-05,9.602967500686646,2472.869140625
47,0.014479815017811148,0.0036801016325682667,0.018159916522563435,9.984896898269653,0.8015519587497693,0.014139670878648758,0.0066675120033323765,0.03529411764705882,0.05166846071044134,5.626666167821527e-05,9.984896898269653,2523.43505859375
48,0.014652770600648068,0.0025085780535505364,0.01716134910384426,9.989917755126953,0.793097325367853,0.01434942428022623,0.005552010610699654,0.04096385542168675,0.05489773950484392,5.470541566592576e-05,9.989917755126953,2695.955078125
49,0.011853552224195596,0.0019451442382774076,0.0137986964546144,9.942767143249512,0.7213708149065496,0.01676219515502453,0.006558245979249477,0.040370058873002525,0.05166846071044134,5.313952597646572e-05,9.942767143249512,2751.76708984375
50,0.012288761335668141,0.0017169066292126445,0.014005667850142345,9.622919797897339,0.7179155347112101,0.014246389269828796,0.005869831424206495,0.034050179211469536,0.04090419806243272,5.157053795390646e-05,9.622919797897339,2531.35107421875
51,0.010847221061318635,0.001833656799618666,0.012680877385719214,9.942341089248657,0.8537731877586339,0.012790627777576447,0.004577663727104664,0.034782608695652174,0.04736275565123789,5.000000000000004e-05,9.942341089248657,2550.39111328125
52,0.009943390781415928,0.0016960252525564101,0.011639416137768421,9.81060791015625,0.7670624574820977,0.016271483153104782,0.006981272716075182,0.04071661237785016,0.05382131324004306,4.8429462046093626e-05,9.81060791015625,2489.88134765625
53,0.009388787432442314,0.0016329775532426538,0.011021764657925814,9.719571352005005,0.7626195920165628,0.017027825117111206,0.006416269112378359,0.04185351270553064,0.060279870828848225,4.686047402353437e-05,9.719571352005005,2599.79296875
54,0.008463183138466945,0.0016463120392131714,0.010109495335200336,9.590811729431152,0.7090777850535233,0.015240687876939774,0.006214883644133806,0.04104803493449782,0.05059203444564048,4.5294584334074315e-05,9.590811729431152,2640.8271484375
55,0.008150595987778786,0.0017077980442081753,0.009858393870672444,9.510658740997314,0.7795205346046714,0.01758049987256527,0.00670992024242878,0.04462934947049924,0.06350914962325081,4.373333832178482e-05,9.510658740997314,2500.72998046875
56,0.007788762573056829,0.0017092913442979807,0.009498053826973774,9.735385417938232,0.7487716733157868,0.014747090637683868,0.004956602118909359,0.04428341384863124,0.059203444564047365,4.217827674798849e-05,9.735385417938232,2613.515625
57,0.0075736722349688534,0.0016324854989306914,0.009206157599692233,9.791651010513306,0.7630604672594927,0.014214781112968922,0.005550393369048834,0.04113687359760658,0.059203444564047365,4.06309342707138e-05,9.791651010513306,2566.94775390625
58,0.007365896412380835,0.0015340936414531825,0.008899989972633193,9.814384460449219,0.7395330314466264,0.017025209963321686,0.006669131573289633,0.03927986906710311,0.05166846071044134,3.909283793017292e-05,9.814384460449219,2658.65771484375
59,0.00717745182844709,0.0013613646158177062,0.008538816411601147,9.574449062347412,0.8018033085681964,0.01598772592842579,0.005629151128232479,0.037638376383763834,0.05489773950484392,3.756550564175729e-05,9.574449062347412,2639.6767578125
60,0.0069862656795010025,0.0013642429854598959,0.008350508676812751,9.70068073272705,0.7644929892121581,0.017685331404209137,0.006511763669550419,0.03413217138707335,0.05059203444564048,3.6050444698038574e-05,9.70068073272705,2633.58203125
61,0.006831312472961315,0.0012388423255487169,0.008070154613960767,9.631826877593994,0.7347117452300154,0.017576873302459717,0.007220904808491468,0.033886085075702954,0.05059203444564048,3.4549150281252677e-05,9.631826877593994,2504.13671875
62,0.0066955717546477445,0.001101935925035491,0.007797507712894003,9.660981178283691,0.8154572826169897,0.014005554839968681,0.005287285894155502,0.03573883161512027,0.05597416576964478,3.306310398773547e-05,9.660981178283691,2668.7578125
63,0.006550551724494369,0.0010605637950646951,0.007611115368490573,9.748326301574707,0.7616409267502604,0.013738894835114479,0.0048271846026182175,0.036283185840707964,0.04413347685683531,3.159377236576615e-05,9.748326301574707,2575.97998046875
64,0.006410301756567094,0.0010447872128196423,0.007455088794813491,9.70405125617981,0.7846976402797736,0.016150841489434242,0.005724840331822634,0.03453815261044177,0.04628632938643703,3.0142605468260998e-05,9.70405125617981,2639.138671875
65,0.0062832858782471135,0.0010002202446486308,0.007283506278326968,9.706453561782837,0.7596398309397046,0.013064485974609852,0.004965966567397118,0.033152909336941816,0.0527448869752422,2.8711035421746398e-05,9.706453561782837,2678.115234375
66,0.006172107450908015,0.0009459794954977951,0.007118087301932974,9.672978162765503,0.7245929658820387,0.01752372644841671,0.007729342672973871,0.03860711582134747,0.05489773950484392,2.7300475013022693e-05,9.672978162765503,2545.74072265625
67,0.00607888386547728,0.0009062594123534495,0.0069851429980190005,9.906307697296143,0.7979155189386802,0.014285393990576267,0.005540656857192516,0.0335195530726257,0.04520990312163617,2.591231629491426e-05,9.906307697296143,2529.421875
68,0.005978956633953203,0.0009081905905361509,0.006887147323141107,9.728190183639526,0.8378741158521734,0.014531678520143032,0.005359542090445757,0.03160726294552791,0.05059203444564048,2.4547929212481463e-05,9.728190183639526,2641.31689453125
69,0.005898694353277278,0.0008812241268678633,0.006779918370739324,9.8870689868927,0.8135775498230942,0.020562469959259033,0.0073659950867295265,0.03686006825938567,0.0581270182992465,2.3208660251050185e-05,9.8870689868927,2489.712890625
70,0.0058230398399459204,0.0008593681046598078,0.006682407964035519,9.716689348220825,0.734194536904397,0.019004778936505318,0.007971923798322678,0.036211699164345405,0.05597416576964478,2.1895831107393494e-05,9.716689348220825,2603.32958984375
71,0.00574731842626619,0.0008411141166995151,0.006588432410353562,9.704906702041626,0.7763186357624363,0.015199635177850723,0.005772889591753483,0.036072144288577156,0.0581270182992465,2.0610737385376376e-05,9.704906702041626,2601.6142578125
72,0.005685740908411674,0.0008284773754390073,0.006514218257507309,9.884815692901611,0.7451079191087047,0.016301734372973442,0.005881330464035273,0.04111498257839721,0.06350914962325081,1.9354647317351195e-05,9.884815692901611,2546.138671875
73,0.0056259079316376415,0.0008206342492940166,0.00644654204188555,9.961990594863892,0.7825549696353846,0.013322313316166401,0.005489900708198547,0.031141868512110725,0.04843918191603875,1.8128800512565537e-05,9.961990594863892,2574.7353515625
74,0.00556872694250643,0.0008037102281832631,0.006372437132085906,9.57197904586792,0.8346631661552237,0.01526717096567154,0.005476257298141718,0.03875432525951557,0.060279870828848225,1.6934406733817437e-05,9.57197904586792,2661.7294921875
75,0.005532145122455034,0.0008028928078900321,0.006335037633107277,9.663563966751099,0.7740519789949758,0.015179130248725414,0.00497781578451395,0.03652058432934927,0.059203444564047365,1.5772644703565586e-05,9.663563966751099,2596.55859375
76,0.005481878188852818,0.0007910876659664723,0.006272965848438616,9.851036548614502,0.7413753333239583,0.017299367114901543,0.00580737367272377,0.0403172504957039,0.06566200215285253,1.4644660940672647e-05,9.851036548614502,2636.6201171875
77,0.0054382964650692145,0.0007770160961175776,0.006215312390850158,9.825296401977539,0.7977629429078661,0.0163543913513422,0.0057263365015387535,0.036937541974479515,0.059203444564047365,1.3551568628929453e-05,9.825296401977539,2551.8759765625
78,0.005396145117142481,0.0007704698911643604,0.006166614975882112,9.665117979049683,0.7649061653355602,0.01664651557803154,0.005937490612268448,0.03667820069204152,0.05705059203444564,1.2494446518477044e-05,9.665117979049683,2607.23046875
79,0.005355730539935877,0.0007632183359866929,0.006118948744187946,9.69409465789795,0.7638322162383702,0.016779780387878418,0.005994952749460936,0.04206896551724138,0.06566200215285253,1.1474337861210558e-05,9.69409465789795,2639.9765625
80,0.005325507182945444,0.0007562110136545286,0.006081718265704694,9.881810188293457,0.8134757518419065,0.014795223250985146,0.005036794114857912,0.033031088082901554,0.05489773950484392,1.0492249381215494e-05,9.881810188293457,2643.111328125
81,0.005292078031576608,0.0007477367946009394,0.006039814916221076,9.726328611373901,0.8341749196115416,0.015707358717918396,0.0061776177026331425,0.03529411764705882,0.0581270182992465,9.549150281252647e-06,9.726328611373901,2558.83740234375
82,0.005263889580632508,0.0007434177230676298,0.006007307398249395,10.12862777709961,0.7638719449169002,0.01424078457057476,0.006231778766959906,0.03197278911564626,0.05059203444564048,8.64597128627193e-06,10.12862777709961,2609.88623046875
83,0.005240479236245932,0.000737839250171568,0.0059783183114632266,9.725793838500977,0.746878436562838,0.01285462360829115,0.005293503403663635,0.03601532567049808,0.05059203444564048,7.783603724899268e-06,9.725793838500977,2558.65478515625
84,0.005218328651896087,0.0007327607009282033,0.00595108933703159,9.712475061416626,0.7442846417106921,0.014452751725912094,0.005341867450624704,0.03474320241691843,0.04951560818083961,6.9628986498028216e-06,9.712475061416626,2631.4697265625
85,0.005199715672446814,0.0007282575800644508,0.005927973286816268,9.747034788131714,0.7276397860841826,0.017026128247380257,0.005878472235053778,0.036627505183137524,0.05705059203444564,6.184665997806829e-06,9.747034788131714,2541.58837890625
86,0.005181590915501744,0.0007254662832645309,0.005907057024160167,9.84721827507019,0.7480107730661985,0.01927497237920761,0.006010088603943586,0.040268456375838924,0.06458557588805167,5.449673790581617e-06,9.84721827507019,2503.6826171875
87,0.0051656724094328865,0.0007219943704752652,0.005887666482522036,9.901458501815796,0.762796514594811,0.013488419353961945,0.00522473081946373,0.03475177304964539,0.0527448869752422,4.758647376699038e-06,9.901458501815796,2636.5380859375
88,0.005151790308953963,0.0007190094881908138,0.005870799664990045,9.880607604980469,0.7550744364052662,0.016458062455058098,0.005693396087735891,0.039660056657223795,0.060279870828848225,4.112268715800959e-06,9.880607604980469,2764.796875
89,0.005138688621816101,0.0007166990922362615,0.005855387673364021,9.599482536315918,0.8055731230415404,0.019089801236987114,0.006966724991798401,0.03913630229419703,0.062432723358449946,3.5111757055874366e-06,9.599482536315918,2789.865234375
90,0.0051295779478550685,0.0007141910634059778,0.005843769056809833,9.620252132415771,0.8839089658868033,0.016841813921928406,0.005967187229543924,0.03906785469499657,0.061356297093649086,2.9559615522887307e-06,9.620252132415771,2580.80615234375
91,0.00512012740959733,0.0007121963086582639,0.005832323859976896,9.624574661254883,0.9298663600493455,0.015896819531917572,0.005860983859747648,0.03633916554508748,0.0581270182992465,2.4471741852423263e-06,9.624574661254883,2584.3037109375
92,0.0051135732630420705,0.0007108284780073387,0.005824401823701919,9.932996273040771,0.7608762322197435,0.021787505596876144,0.007436091545969248,0.041143654114365415,0.06350914962325081,1.9853157161528544e-06,9.932996273040771,2583.21337890625
93,0.0051072884169514055,0.0007094834818179852,0.00581677190712071,9.89426040649414,0.7332624389891862,0.014699568040668964,0.006108315661549568,0.03223640026863667,0.05166846071044134,1.5708419435684534e-06,9.89426040649414,2585.76318359375
94,0.00510242221594126,0.000708749946338294,0.005811171919958724,9.661646842956543,0.7857104811810132,0.019765332341194153,0.006826922297477722,0.038539553752535496,0.061356297093649086,1.2041619030626351e-06,9.661646842956543,2490.115234375
95,0.00509855866564024,0.0007078013044479192,0.005806360108181252,10.027599334716797,0.758215569818276,0.016380945220589638,0.006349086295813322,0.03953147877013177,0.0581270182992465,8.85637463565565e-07,10.027599334716797,2550.67919921875
96,0.0050955451883254455,0.0007071358552896978,0.0058026807419082616,9.731056213378906,0.7923228826984996,0.018536556512117386,0.0061811646446585655,0.034528552456839307,0.05597416576964478,6.155829702431178e-07,9.731056213378906,2500.3486328125
97,0.005093754795453265,0.0007066958800292511,0.005800450692731829,9.855787754058838,0.7825400489382446,0.01625800132751465,0.0065120370127260685,0.04043126684636118,0.06458557588805167,3.9426493427611224e-07,9.855787754058838,2607.35009765625
98,0.005092298155588537,0.0007063955157668445,0.005798693680844735,9.690036535263062,0.7859123635280412,0.020926127210259438,0.0067024994641542435,0.03875476493011436,0.06566200215285253,2.2190176984600045e-07,9.690036535263062,2526.6923828125
99,0.005091522190284081,0.000706105560399628,0.005797627787615056,9.575690984725952,0.7964304038323462,0.017790915444493294,0.005613284185528755,0.033577533577533576,0.059203444564047365,9.866357858642217e-08,9.575690984725952,2683.3466796875
100,0.005091207540619536,0.0007060159066836214,0.005797223468107404,9.475167512893677,0.7426431224230328,0.017033226788043976,0.005378857254981995,0.0371900826446281,0.04843918191603875,2.4671981713420026e-08,9.475167512893677,2601.79833984375
