epoch,train/cls_loss,train/reg_loss,train/loss,_epoch_seconds,val/loss,mAP@0.5,mAP@0.5:0.95,Precision,Recall,lr,time/epoch_seconds,memory/peak_mb
1,2.3651190630625933,0.009138339247670046,2.374257404357195,275.126177072525,2.049947822932154,0.0,0.0,0.0,0.0,0.0001,275.126177072525,2642.8193359375
2,1.0022292156354524,0.005550922905740663,1.0077801197767258,9.162360668182373,1.1729775711428374,0.0,0.0,0.0,0.0,9.755282581475769e-05,9.162360668182373,2528.0634765625
3,0.7485249143574038,0.004965706999712438,0.7534906212240458,9.039671182632446,1.1402354042511433,0.0,0.0,0.0,0.0,9.045084971874737e-05,9.039671182632446,2593.62158203125
4,0.67312963931181,0.004762223404782162,0.6778918635100126,9.168602705001831,1.1436734057497233,0.0,0.0,0.0,0.0,7.938926261462366e-05,9.168602705001831,2590.75537109375
5,0.6368917178551783,0.0046203657386740815,0.6415120782330632,8.91761064529419,1.1443611832801253,0.0,0.0,0.0,0.0,6.545084971874737e-05,8.91761064529419,2570.85986328125
6,0.6115629386258661,0.00450331575598284,0.6160662574693561,9.099290370941162,1.1135287368670106,0.0,0.0,0.0,0.0,4.9999999999999996e-05,9.099290370941162,2555.978515625
7,0.5931012177752564,0.004439301421655273,0.59754051361233,9.204713821411133,1.0970051082549617,0.0,0.0,0.0,0.0,3.454915028125263e-05,9.204713821411133,2560.66162109375
8,0.5798299415910151,0.004382617024859314,0.5842125518247485,9.080549716949463,1.1175104011781514,9.296703865402378e-06,9.296704206462891e-07,0.06666666666666667,0.001076426264800861,2.0610737385376345e-05,9.080549716949463,2546.76171875
9,0.5722211601350864,0.004321682088544776,0.5765428431332111,8.902218341827393,1.12054708506912,1.8593407730804756e-05,4.648351932701189e-06,0.13333333333333333,0.002152852529601722,9.549150281252631e-06,8.902218341827393,2699.13720703125
10,0.5686725180894427,0.004300786979740678,0.5729733044281602,9.179604768753052,1.1365065011195838,1.7431320884497836e-05,5.345605131878983e-06,0.10526315789473684,0.002152852529601722,2.447174185242323e-06,9.179604768753052,2528.99853515625
